,epoch,train_loss,test_loss,train_acc,test_acc
0,1,1.9148884284061571,1.6500746312613686,0.28528,0.4076
1,2,1.4959288906456183,1.385393083476411,0.44698,0.4861
2,3,1.2892965718255314,1.23225277414718,0.5296,0.5576
3,4,1.1170267588575147,1.1659583605516453,0.59504,0.586
4,5,0.9996093267900243,1.0484277996392295,0.64342,0.6271
5,6,0.9136549571692295,0.8916400852866067,0.67492,0.6786
6,7,0.8368423894591157,0.9015893270603765,0.70164,0.6848
7,8,0.7876651499489524,0.9282179981374893,0.72176,0.6784
8,9,0.7301349849061789,0.742545496446256,0.7446,0.7428
9,10,0.6840654962141394,0.7420473209204385,0.7598,0.7425
10,11,0.6368208477703792,0.6677833909329515,0.77742,0.7698
11,12,0.5964585989427658,0.6397986601050288,0.7916,0.7814
12,13,0.5557004254041996,0.639449207332378,0.80718,0.7816
13,14,0.5266494589761824,0.6193846486056575,0.81596,0.7901
14,15,0.5002395301432809,0.5797584816908684,0.828,0.801
15,16,0.47599180264878715,0.5645112377671769,0.83598,0.8074
16,17,0.45566860178362767,0.6023656258615442,0.84264,0.7996
17,18,0.43506159633398056,0.4943183781906439,0.84908,0.8296
18,19,0.41193836478377027,0.49616579625743645,0.85766,0.837
19,20,0.40025797264051033,0.49986723467660027,0.86196,0.8339
20,21,0.3845689904233125,0.4985379948735999,0.8671,0.8334
21,22,0.3649571473285394,0.5058779839676218,0.87376,0.8338
22,23,0.3560411126799143,0.4488087409375289,0.87762,0.8522
23,24,0.338192610352545,0.4346046447872925,0.8822,0.8568
24,25,0.3246206346177094,0.44359479001916635,0.88608,0.8521
25,26,0.3147644612506766,0.4524693800666081,0.89132,0.8518
26,27,0.30465082091208423,0.3987472151426938,0.89456,0.8694
27,28,0.29414781430403697,0.46845771441349204,0.89874,0.8437
28,29,0.27777112280486377,0.5003504191819852,0.90336,0.8392
29,30,0.26867513929661163,0.4129746034146307,0.90618,0.8651
30,31,0.2636157747010104,0.38358806399777295,0.90902,0.8744
31,32,0.25260376813210744,0.5209757609251208,0.91176,0.8456
32,33,0.24685135117409632,0.39541406487932984,0.91506,0.8705
33,34,0.23574302271747352,0.4828117773317681,0.9174,0.8473
34,35,0.22256490506496346,0.4253930905804086,0.9213,0.861
35,36,0.21701550418338234,0.35134386339079077,0.92386,0.8837
36,37,0.20774773215566375,0.5139537068030324,0.92774,0.8373
37,38,0.20162796768373545,0.3930088999077154,0.92872,0.8752
38,39,0.19534371326864003,0.3950979822336104,0.9314,0.8748
39,40,0.18759397460387273,0.41266485454199225,0.9353,0.8681
40,41,0.18047982166561174,0.35970176620105393,0.93658,0.8905
41,42,0.17557894446221506,0.33966845330356743,0.93776,0.8907
42,43,0.1690030989173969,0.35926497484834047,0.94044,0.8893
43,44,0.16247049557916243,0.3800353829037791,0.94346,0.8864
44,45,0.15595774240529622,0.4676482531780633,0.94468,0.8622
45,46,0.15349116139513128,0.3850794126943182,0.94644,0.8852
46,47,0.14753619114652644,0.3906996945103708,0.94902,0.8797
47,48,0.14451758744390544,0.3755718095245929,0.95006,0.8897
48,49,0.13903540134416822,0.42939784657507657,0.95106,0.8819
49,50,0.13384109987982776,0.37401276206472717,0.95238,0.8909
50,51,0.1281593743723925,0.36845210709790593,0.95484,0.8928
51,52,0.12446629333664959,0.3994498540299198,0.95658,0.8866
52,53,0.12109855941487256,0.3591190963305128,0.95744,0.8905
53,54,0.11696097831124402,0.3797641782917249,0.9588,0.888
54,55,0.1139386636570724,0.3681674929776083,0.95918,0.8952
55,56,0.10709599138747589,0.3563675733012394,0.96184,0.8982
56,57,0.10595483473643318,0.3671377072164331,0.96254,0.8953
57,58,0.09810636806567226,0.3750568370322902,0.9649,0.8929
58,59,0.09778161989550284,0.3671223531349208,0.96588,0.8985
59,60,0.09284798073245246,0.4261629082643376,0.96692,0.8857
